SystemControl168,26
SystemControl58,6
SystemControl24,41
SystemControl167,15
SystemControl32,16
SystemControl194,10
SystemControl68,7
CXCR1,15
NPPC,32
B2M,2680
SystemControl15,23
CSF2RB,57
RELT,182
CD14,37
TXK,57
EFNA4,70
CDKN1A,49
DDIT3,35
ACACB,39
HSP90B1,76
CD83,195
IGHG2,408
Negative02,16
CD274,30
IGHA1,216
MXRA8,33
ITGA1,27
SystemControl4,37
CLOCK,28
FGFR3,40
SREBF1,106
CFD,26
IL1RL1,17
SPINK1,7
S100A2,23
ITGA8,16
SystemControl134,13
CXCL10,64
SFN,27
EPCAM,13
INS,16
NKG7,91
SystemControl64,28
MS4A6A,80
COL9A2,74
LGR5,35
COL27A1,47
KLRF1,27
SystemControl31,19
ENO1,210
SystemControl115,24
OAS2,211
TPM2,105
SystemControl197,13
ICA1,95
FKBP11,71
PSD3,72
ETS1,526
PSAP,207
OAS1,57
CCL8,44
ADGRA3,11
RAMP2,22
IL23A,25
CSF2,27
RGS5,67
CCR10,77
IFNGR2,89
MAML2,79
SystemControl181,12
FHIT,29
IFNAR1,87
IL1R2,26
FGFR2,29
MGP,71
COL4A2,64
DLL1,55
CD33,32
FCRLA,58
SystemControl88,13
MKI67,29
CDH5,50
SystemControl106,12
XKR4,16
LDLR,116
IL1B,31
BMPR1A,37
AKT1,105
CD52,367
PHLDA2,48
COL11A1,34
ANXA1,70
TFEB,41
EMP3,241
GATA3,34
ACKR4,13
HLA-DRA,465
VHL,203
MAF,182
TWIST2,44
SEC23A,37
ABL1,65
SPRY2,28
SystemControl155,23
RNF43,17
STAT1,360
SystemControl148,16
TNFRSF10B,107
EFNA5,26
ARHGDIB,613
SystemControl82,21
VEGFD,28
ERBB3,22
SystemControl33,18
IL18R1,31
C5AR2,42
FGF12,20
ETV4,26
NOTCH1,60
TBX21,57
CD3G,39
ANGPT1,57
SystemControl54,14
LYZ,241
SystemControl84,25
FCER1G,32
AR,47
TGFBR2,180
SystemControl169,15
PDS5A,172
HDAC4,60
PTGES2,95
SMAD2,167
DNMT3A,64
TLR4,56
KRT16,39
ADGRA2,40
FZD3,18
HEY1,27
IGHD,311
CD74,1701
RPL21,1858
RACK1,736
CSF3R,34
CXCL8,14
GNLY,25
KRT18,74
MSR1,32
CHI3L1,39
GZMK,89
CMKLR1,19
CALD1,118
SystemControl131,6
WNT7B,19
IL4R,125
SystemControl112,37
KRT17,31
PCNA,52
SystemControl96,10
COL5A1,26
SystemControl113,18
SystemControl26,17
CD55,94
SystemControl158,65
MMP14,22
SystemControl128,13
SOX4,46
MMP9,131
ICAM1,92
CELSR2,23
GZMH,33
CD86,40
ATG10,71
IGFBP5,25
IFNG,33
NTRK2,13
CIITA,431
NLRC5,283
SystemControl161,29
SystemControl34,27
KRT80,6
IL36G,20
