SystemControl168,19
SystemControl58,11
SystemControl24,98
SystemControl167,14
SystemControl32,16
SystemControl194,11
SystemControl68,18
CXCR1,35
NPPC,50
B2M,3776
SystemControl15,37
CSF2RB,127
RELT,134
CD14,58
TXK,98
EFNA4,89
CDKN1A,99
DDIT3,29
ACACB,50
HSP90B1,127
CD83,272
IGHG2,445
Negative02,29
CD274,59
IGHA1,288
MXRA8,50
ITGA1,60
SystemControl4,28
CLOCK,39
FGFR3,27
SREBF1,125
CFD,40
IL1RL1,30
SPINK1,19
S100A2,36
ITGA8,38
SystemControl134,19
CXCL10,95
SFN,61
EPCAM,18
INS,15
NKG7,140
SystemControl64,32
MS4A6A,149
COL9A2,117
LGR5,34
COL27A1,42
KLRF1,32
SystemControl31,22
ENO1,251
SystemControl115,52
OAS2,244
TPM2,144
SystemControl197,15
ICA1,100
FKBP11,72
PSD3,114
ETS1,846
PSAP,323
OAS1,84
CCL8,78
ADGRA3,18
RAMP2,29
IL23A,41
CSF2,44
RGS5,62
CCR10,106
IFNGR2,126
MAML2,144
SystemControl181,23
FHIT,102
IFNAR1,161
IL1R2,27
FGFR2,30
MGP,76
COL4A2,115
DLL1,94
CD33,54
FCRLA,46
SystemControl88,7
MKI67,34
CDH5,70
SystemControl106,10
XKR4,28
LDLR,162
IL1B,52
BMPR1A,56
AKT1,154
CD52,472
PHLDA2,51
COL11A1,37
ANXA1,125
TFEB,69
EMP3,377
GATA3,115
ACKR4,34
HLA-DRA,577
VHL,290
MAF,336
TWIST2,61
SEC23A,96
ABL1,91
SPRY2,48
SystemControl155,20
RNF43,18
STAT1,546
SystemControl148,25
TNFRSF10B,115
EFNA5,31
ARHGDIB,688
SystemControl82,22
VEGFD,36
ERBB3,34
SystemControl33,15
IL18R1,62
C5AR2,58
FGF12,26
ETV4,25
NOTCH1,86
TBX21,56
CD3G,80
ANGPT1,79
SystemControl54,13
LYZ,552
SystemControl84,30
FCER1G,61
AR,64
TGFBR2,287
SystemControl169,21
PDS5A,260
HDAC4,149
PTGES2,147
SMAD2,301
DNMT3A,120
TLR4,60
KRT16,38
