SystemControl168,21
SystemControl58,18
SystemControl24,104
SystemControl167,12
SystemControl32,24
SystemControl194,12
SystemControl68,16
CXCR1,25
NPPC,43
B2M,4972
SystemControl15,36
CSF2RB,123
RELT,269
CD14,143
TXK,89
EFNA4,83
CDKN1A,136
DDIT3,42
ACACB,69
HSP90B1,158
CD83,423
IGHG2,424
Negative02,25
CD274,72
IGHA1,249
MXRA8,57
ITGA1,27
SystemControl4,19
CLOCK,52
FGFR3,116
SREBF1,106
CFD,30
IL1RL1,28
SPINK1,25
S100A2,52
ITGA8,33
SystemControl134,22
CXCL10,178
SFN,57
EPCAM,22
INS,13
NKG7,197
SystemControl64,30
MS4A6A,136
COL9A2,109
LGR5,37
COL27A1,49
KLRF1,15
SystemControl31,22
ENO1,312
SystemControl115,58
OAS2,253
TPM2,102
SystemControl197,34
ICA1,130
FKBP11,83
PSD3,115
ETS1,754
PSAP,443
OAS1,71
CCL8,166
ADGRA3,30
RAMP2,37
IL23A,42
CSF2,44
RGS5,86
CCR10,91
IFNGR2,161
MAML2,136
SystemControl181,28
FHIT,111
IFNAR1,141
IL1R2,36
FGFR2,30
MGP,81
COL4A2,79
DLL1,106
CD33,35
FCRLA,84
SystemControl88,14
MKI67,47
CDH5,67
SystemControl106,17
XKR4,42
LDLR,138
IL1B,43
BMPR1A,69
AKT1,236
CD52,707
PHLDA2,59
COL11A1,33
ANXA1,136
TFEB,90
EMP3,450
GATA3,82
ACKR4,49
HLA-DRA,910
VHL,319
MAF,314
TWIST2,81
SEC23A,81
ABL1,105
SPRY2,41
SystemControl155,26
RNF43,38
STAT1,920
SystemControl148,43
TNFRSF10B,137
EFNA5,25
ARHGDIB,1191
SystemControl82,27
VEGFD,64
ERBB3,38
SystemControl33,20
IL18R1,47
C5AR2,55
FGF12,25
ETV4,40
NOTCH1,108
TBX21,65
CD3G,97
ANGPT1,44
SystemControl54,23
LYZ,919
SystemControl84,31
FCER1G,74
AR,70
TGFBR2,314
SystemControl169,22
PDS5A,296
HDAC4,130
PTGES2,176
SMAD2,359
DNMT3A,105
TLR4,97
KRT16,48
ADGRA2,94
FZD3,29
HEY1,63
IGHD,444
CD74,3456
RPL21,3550
RACK1,1235
CSF3R,32
CXCL8,41
GNLY,43
KRT18,109
MSR1,41
CHI3L1,62
GZMK,148
CMKLR1,60
CALD1,143
SystemControl131,20
WNT7B,30
