2023-08-22 13:39:30,F009,Z,0,iter,0,feat,0,0, Reading and combining input data, 0.031778, sec
2023-08-22 13:39:51,F009,Z,0,iter,0,feat,7157626,7157626, Spot file data loading and filtration , 21.8849, sec
2023-08-22 13:39:55,F009,Z,0,iter,0,feat,7157626,7157626, Seed neighbor determination, 6.58299, sec
2023-08-22 13:39:58,F009,Z,0,iter,0,feat,7157626,7157626, Quality Score Generation, 10.5455, sec
2023-08-22 13:40:06,F009,Z,0,iter,0,feat,7157626,7157626, Spots per feature calculation and feature filtration, 7.9885, sec
2023-08-22 13:40:18,F009,Z,0,iter,0,feat,7157626,7157626, Making Complete Code Target Calls, 12.3171, sec
2023-08-22 13:40:25,F009,Z,0,iter,0,feat,7157626,7157626, Target Call Location Estimation and iteration end update, 6.69894, sec
2023-08-22 13:40:25,F009,Z,0,iter,0,feat,7157626,7157626, Iteration summary generation, 0.033212, sec
2023-08-22 13:40:25,F009,Z,0,iter,0,feat,7157626,7157626, Iteration duration, 41.3307, sec
2023-08-22 13:40:28,F009,Z,0,iter,1,feat,7157626,7157626, Seed neighbor determination, 6.6395, sec
2023-08-22 13:40:32,F009,Z,0,iter,1,feat,7157626,7157626, Quality Score Generation, 14.4968, sec
2023-08-22 13:40:38,F009,Z,0,iter,1,feat,7157626,7157626, Spots per feature calculation and feature filtration, 5.67172, sec
2023-08-22 13:40:53,F009,Z,0,iter,1,feat,7157626,7157626, Making Complete Code Target Calls, 14.6293, sec
2023-08-22 13:40:57,F009,Z,0,iter,1,feat,7157626,7157626, Target Call Location Estimation and iteration end update, 4.38121, sec
2023-08-22 13:40:58,F009,Z,0,iter,1,feat,7157626,7157626, Iteration summary generation, 0.709374, sec
2023-08-22 13:40:58,F009,Z,0,iter,1,feat,7157626,7157626, Iteration duration, 43.6187, sec
2023-08-22 13:40:58,F009,Z,0,iter,1,feat,7157626,7157626, Z slice processing duration, 106.877, sec
2023-08-22 13:41:21,F009,Z,1,iter,0,feat,7505374,14663000, Spot file data loading and filtration , 19.9743, sec
2023-08-22 13:41:25,F009,Z,1,iter,0,feat,7505374,14663000, Seed neighbor determination, 6.94042, sec
2023-08-22 13:41:28,F009,Z,1,iter,0,feat,7505374,14663000, Quality Score Generation, 13.8987, sec
