SystemControl168,15
SystemControl58,24
SystemControl24,69
SystemControl167,15
SystemControl32,23
SystemControl194,17
SystemControl68,24
CXCR1,30
NPPC,45
B2M,3390
SystemControl15,43
CSF2RB,97
RELT,238
CD14,68
TXK,61
EFNA4,88
CDKN1A,126
DDIT3,43
ACACB,53
HSP90B1,113
CD83,331
IGHG2,489
Negative02,35
CD274,55
IGHA1,375
MXRA8,57
ITGA1,38
SystemControl4,26
CLOCK,34
FGFR3,54
SREBF1,134
CFD,30
IL1RL1,37
SPINK1,18
S100A2,50
ITGA8,23
SystemControl134,23
CXCL10,65
SFN,60
EPCAM,24
INS,18
NKG7,199
SystemControl64,31
MS4A6A,72
COL9A2,97
LGR5,43
COL27A1,54
KLRF1,33
SystemControl31,22
ENO1,247
SystemControl115,49
OAS2,280
TPM2,96
SystemControl197,13
ICA1,105
FKBP11,69
PSD3,69
ETS1,683
PSAP,290
OAS1,101
CCL8,64
ADGRA3,22
RAMP2,43
IL23A,42
CSF2,43
RGS5,97
CCR10,84
IFNGR2,161
MAML2,114
SystemControl181,26
FHIT,51
IFNAR1,122
IL1R2,22
FGFR2,36
MGP,140
COL4A2,121
DLL1,106
CD33,43
FCRLA,137
SystemControl88,14
MKI67,53
CDH5,47
SystemControl106,17
XKR4,23
LDLR,185
IL1B,44
BMPR1A,50
AKT1,184
CD52,754
PHLDA2,53
COL11A1,39
ANXA1,82
TFEB,105
EMP3,367
GATA3,61
ACKR4,23
HLA-DRA,857
VHL,316
MAF,220
TWIST2,88
SEC23A,88
ABL1,99
SPRY2,44
SystemControl155,26
RNF43,25
STAT1,338
SystemControl148,26
TNFRSF10B,127
EFNA5,35
ARHGDIB,847
SystemControl82,21
VEGFD,36
ERBB3,23
SystemControl33,24
IL18R1,52
C5AR2,65
FGF12,24
ETV4,28
NOTCH1,83
TBX21,80
CD3G,62
ANGPT1,63
SystemControl54,19
LYZ,384
SystemControl84,30
FCER1G,34
AR,36
TGFBR2,224
SystemControl169,23
PDS5A,262
HDAC4,99
PTGES2,118
SMAD2,278
DNMT3A,104
TLR4,68
KRT16,41
ADGRA2,72
FZD3,33
HEY1,46
IGHD,570
CD74,2998
RPL21,3078
RACK1,1060
CSF3R,52
CXCL8,20
GNLY,34
KRT18,67
MSR1,32
CHI3L1,50
GZMK,96
CMKLR1,37
CALD1,114
SystemControl131,17
WNT7B,24
IL4R,197
SystemControl112,36
KRT17,39
PCNA,119
SystemControl96,20
COL5A1,33
SystemControl113,17
SystemControl26,29
CD55,161
SystemControl158,64
MMP14,58
SystemControl128,25
SOX4,63
MMP9,208
ICAM1,119
CELSR2,23
GZMH,54
CD86,36
ATG10,73
IGFBP5,49
IFNG,60
NTRK2,23
CIITA,723
NLRC5,332
SystemControl161,27
SystemControl34,37
KRT80,16
IL36G,24
TNFSF15,21
S100A10,106
AATK,23
HLA-DRB,1474
COTL1,1014
CEACAM6,18
TGFBR1,117
SystemControl190,22
CLEC4A,89
CD4,63
PGR,31
NELL2,138
SystemControl162,20
SystemControl135,22
ITGB1,111
WNT7A,28
BMP4,23
CXCL14,243
SystemControl114,36
EIF5A/L1,353
IFI27,30
IGFBP7,165
POU5F1,122
SystemControl47,100
RXRB,175
SystemControl99,28
BMP1,47
LGALS9,184
SystemControl9,24
RARG,54
MYC,168
CCL19,161
LMNA,60
IGHM,1551
IGF2,22
FFAR4,32
CD44,401
IGHG1,569
ITGB2,282
TNFSF13B,144
NFKBIA,336
CST7,155
LDHA,187
COL12A1,22
SystemControl159,26
VIM,2153
BMP5,43
CCRL2,36
CD8A,42
XBP1,142
NEAT1,2465
DDR1,142
IAPP,49
IFNGR1,87
LINC01781,103
PTPRC,237
RB1,136
S100B,41
AREG,46
TM4SF1,53
CD300A,125
IFIT1,33
STAT3,108
COL3A1,83
SystemControl80,13
VCAN,13
KRT23,35
CIDEA,18
CELSR1,124
ARID5B,126
STAT6,166
Negative09,48
KLRK1,126
SystemControl165,15
FGF13,30
FFAR3,56
AHR,75
PTGDS,469
FGG,55
EPOR,64
