SystemControl168,18
SystemControl58,17
SystemControl24,62
SystemControl167,21
SystemControl32,25
SystemControl194,10
SystemControl68,20
CXCR1,35
NPPC,31
B2M,1823
SystemControl15,28
CSF2RB,94
RELT,156
CD14,124
TXK,51
EFNA4,89
CDKN1A,141
DDIT3,40
ACACB,41
HSP90B1,74
CD83,192
IGHG2,555
Negative02,21
CD274,43
IGHA1,311
MXRA8,49
ITGA1,58
SystemControl4,22
CLOCK,53
FGFR3,63
SREBF1,110
CFD,48
IL1RL1,37
SPINK1,18
S100A2,32
ITGA8,37
SystemControl134,28
CXCL10,84
SFN,43
EPCAM,27
INS,14
NKG7,116
SystemControl64,34
MS4A6A,151
COL9A2,81
LGR5,42
COL27A1,40
KLRF1,41
SystemControl31,18
ENO1,122
SystemControl115,30
OAS2,173
TPM2,122
SystemControl197,20
ICA1,85
FKBP11,81
PSD3,101
ETS1,448
PSAP,449
OAS1,71
CCL8,101
ADGRA3,24
RAMP2,43
IL23A,32
CSF2,26
RGS5,77
CCR10,74
IFNGR2,110
MAML2,104
SystemControl181,19
FHIT,69
IFNAR1,98
IL1R2,34
FGFR2,32
MGP,106
COL4A2,101
DLL1,99
CD33,57
FCRLA,67
SystemControl88,17
MKI67,18
CDH5,55
SystemControl106,14
XKR4,25
LDLR,160
IL1B,63
BMPR1A,48
AKT1,126
CD52,358
PHLDA2,50
COL11A1,42
ANXA1,85
TFEB,48
EMP3,230
GATA3,49
ACKR4,44
HLA-DRA,386
VHL,266
MAF,317
TWIST2,65
SEC23A,55
ABL1,59
SPRY2,53
SystemControl155,17
RNF43,17
STAT1,219
SystemControl148,37
TNFRSF10B,98
EFNA5,37
ARHGDIB,396
SystemControl82,25
VEGFD,40
ERBB3,27
SystemControl33,20
IL18R1,49
C5AR2,51
FGF12,21
ETV4,37
NOTCH1,64
TBX21,67
CD3G,74
ANGPT1,62
SystemControl54,24
LYZ,486
SystemControl84,31
FCER1G,67
AR,52
TGFBR2,175
SystemControl169,19
PDS5A,188
HDAC4,90
PTGES2,92
SMAD2,154
DNMT3A,73
TLR4,93
KRT16,44
ADGRA2,66
FZD3,32
HEY1,73
IGHD,234
CD74,1374
RPL21,1457
RACK1,546
CSF3R,44
CXCL8,39
GNLY,29
KRT18,69
MSR1,28
CHI3L1,47
GZMK,67
CMKLR1,42
CALD1,84
SystemControl131,20
WNT7B,20
IL4R,131
SystemControl112,20
KRT17,38
PCNA,47
SystemControl96,26
COL5A1,54
SystemControl113,24
SystemControl26,32
CD55,210
SystemControl158,56
MMP14,49
SystemControl128,25
SOX4,58
MMP9,231
ICAM1,151
CELSR2,36
GZMH,46
CD86,33
ATG10,69
IGFBP5,42
IFNG,44
NTRK2,11
CIITA,438
NLRC5,238
SystemControl161,35
SystemControl34,41
KRT80,20
IL36G,27
TNFSF15,33
S100A10,118
AATK,29
HLA-DRB,775
COTL1,522
CEACAM6,24
TGFBR1,87
SystemControl190,12
CLEC4A,177
CD4,64
PGR,27
NELL2,117
SystemControl162,25
SystemControl135,5
ITGB1,125
WNT7A,22
BMP4,33
CXCL14,124
SystemControl114,21
EIF5A/L1,209
IFI27,50
IGFBP7,205
POU5F1,90
SystemControl47,349
RXRB,111
SystemControl99,21
BMP1,43
LGALS9,178
SystemControl9,39
RARG,74
MYC,99
CCL19,86
LMNA,88
IGHM,787
IGF2,34
FFAR4,13
CD44,179
IGHG1,583
ITGB2,175
TNFSF13B,155
NFKBIA,260
CST7,131
LDHA,133
COL12A1,24
SystemControl159,21
VIM,1001
BMP5,35
CCRL2,23
CD8A,52
XBP1,157
NEAT1,2494
DDR1,101
IAPP,43
IFNGR1,68
LINC01781,98
PTPRC,138
RB1,85
S100B,31
AREG,52
TM4SF1,45
CD300A,118
IFIT1,25
STAT3,87
COL3A1,48
SystemControl80,10
VCAN,15
KRT23,35
CIDEA,19
CELSR1,114
ARID5B,129
STAT6,118
Negative09,48
KLRK1,101
SystemControl165,24
FGF13,33
FFAR3,59
AHR,50
PTGDS,558
FGG,26
EPOR,57
PNOC,105
COL4A1,35
NANOG,82
YES1,108
CD70,51
HSP90AA1,238
ADGRE5,110
SystemControl149,7
IL11,46
CLEC12A,18
FYN,223
FAM30A,170
OLFM4,35
TEK,33
VSIR,140
S100A9,43
OSM,101
LAMP3,28
TNFRSF12A,56
ANXA2,107
TNFSF10,318
LGALS3BP,62
UBA52,539
NRXN3,41
KRT13,19
H4C3,254
MPO,25
TWIST1,45
CXCL17,33
BMP2,78
IL6R,79
UPK3A,38
IL3RA,65
ENTPD1,68
DUSP5,230
ENG,104
CX3CL1,22
CD27,179
CDH19,35
IL20RA,27
SystemControl111,11
PTTG1,89
ITGB4,36
BST2,146
CTNNB1,190
ADGRF3,36
KRT6A/B/C,18
IFITM1,228
CD164,118
MALAT1,28173
SystemControl67,13
CD38,95
ITGA5,63
CD9,37
TCL1A,254
DDX58,83
HMGN2,589
CX3CR1,42
ATG12,66
RPS4Y1,81
RAMP1,42
OSMR,57
NUSAP1,44
ATR,122
RYR2,43
EFNB1,74
LINC02446,30
SYK,168
MAP1LC3B/2,83
PRSS2,61
RAG1,18
IRF3,220
EGF,30
SystemControl5,15
ADGRF1,55
NRG1,49
ANXA4,81
MHC I,3988
BCL2,324
SystemControl71,42
SystemControl63,75
MS4A1,987
LEP,38
TNFRSF17,57
TLR3,25
SystemControl177,100
DDR2,36
NOD2,61
SLC40A1,299
OAS3,68
RSPO3,22
CD37,617
MIF,119
HDAC1,114
TYK2,154
ACKR3,146
AXL,50
VCAM1,128
SystemControl94,83
FOXP3,20
PRF1,52
SystemControl100,20
ITGB8,47
CLEC1A,72
C11orf96,71
CEACAM1,68
CLEC7A,71
WNT9A,19
SystemControl154,22
ADGRG5,75
PDGFB,34
AHI1,92
H2AZ1,95
TNNT2,24
SystemControl145,228
ADIRF,71
SystemControl180,20
XCL1/2,43
SystemControl87,36
CD8B,47
GZMB,43
CYSTM1,59
SystemControl2,31
FZD5,42
ADGRL1,69
