SystemControl168,16
SystemControl58,47
SystemControl24,607
SystemControl167,10
SystemControl32,29
SystemControl194,12
SystemControl68,13
CXCR1,161
NPPC,228
B2M,19672
SystemControl15,22
CSF2RB,911
RELT,1017
CD14,488
TXK,366
EFNA4,381
CDKN1A,1020
DDIT3,186
ACACB,201
HSP90B1,779
CD83,2953
IGHG2,1862
Negative02,38
CD274,354
IGHA1,930
MXRA8,240
ITGA1,200
SystemControl4,14
CLOCK,156
FGFR3,109
SREBF1,371
CFD,177
IL1RL1,93
SPINK1,60
S100A2,145
ITGA8,84
SystemControl134,4
CXCL10,273
SFN,329
EPCAM,108
INS,70
NKG7,406
SystemControl64,35
MS4A6A,476
COL9A2,349
LGR5,93
COL27A1,207
KLRF1,107
SystemControl31,17
ENO1,2092
SystemControl115,61
OAS2,979
TPM2,573
SystemControl197,53
ICA1,360
FKBP11,348
PSD3,489
ETS1,2523
PSAP,1968
OAS1,283
CCL8,230
ADGRA3,94
RAMP2,242
IL23A,213
CSF2,187
RGS5,228
CCR10,340
IFNGR2,737
MAML2,478
SystemControl181,58
FHIT,432
IFNAR1,664
IL1R2,116
FGFR2,93
MGP,454
COL4A2,289
DLL1,708
CD33,163
FCRLA,408
SystemControl88,11
MKI67,146
CDH5,142
SystemControl106,13
XKR4,116
LDLR,633
IL1B,603
BMPR1A,238
AKT1,526
CD52,2837
PHLDA2,223
COL11A1,95
ANXA1,583
TFEB,384
EMP3,2070
GATA3,414
ACKR4,160
HLA-DRA,5455
VHL,1483
MAF,983
TWIST2,147
SEC23A,418
ABL1,421
SPRY2,161
SystemControl155,18
RNF43,106
STAT1,3091
SystemControl148,67
TNFRSF10B,460
EFNA5,164
ARHGDIB,4591
SystemControl82,23
VEGFD,118
ERBB3,134
SystemControl33,13
IL18R1,243
C5AR2,120
FGF12,69
ETV4,115
NOTCH1,671
TBX21,281
CD3G,537
ANGPT1,93
SystemControl54,29
LYZ,4035
SystemControl84,22
FCER1G,255
AR,201
TGFBR2,1700
SystemControl169,51
PDS5A,1138
HDAC4,547
PTGES2,584
SMAD2,1103
DNMT3A,663
TLR4,334
KRT16,185
ADGRA2,333
FZD3,142
HEY1,232
IGHD,1892
CD74,20186
RPL21,19221
RACK1,5122
CSF3R,130
CXCL8,116
GNLY,128
KRT18,529
MSR1,115
CHI3L1,127
GZMK,317
CMKLR1,204
CALD1,397
SystemControl131,19
WNT7B,174
IL4R,837
SystemControl112,39
KRT17,236
PCNA,481
SystemControl96,20
COL5A1,168
SystemControl113,28
SystemControl26,23
CD55,894
SystemControl158,26
MMP14,242
SystemControl128,21
SOX4,393
MMP9,1882
ICAM1,687
CELSR2,158
GZMH,141
CD86,150
ATG10,329
IGFBP5,161
IFNG,105
NTRK2,56
CIITA,1614
NLRC5,2056
SystemControl161,69
SystemControl34,84
KRT80,74
IL36G,150
TNFSF15,117
S100A10,582
AATK,116
HLA-DRB,6902
COTL1,4674
CEACAM6,76
TGFBR1,428
SystemControl190,19
CLEC4A,260
CD4,732
