SystemControl168,16
SystemControl58,14
SystemControl24,89
SystemControl167,12
SystemControl32,18
SystemControl194,21
SystemControl68,24
CXCR1,26
NPPC,40
B2M,2616
SystemControl15,30
CSF2RB,62
RELT,169
CD14,60
TXK,52
EFNA4,66
CDKN1A,108
DDIT3,40
ACACB,44
HSP90B1,82
CD83,236
IGHG2,449
Negative02,38
CD274,52
IGHA1,401
MXRA8,33
ITGA1,38
SystemControl4,29
CLOCK,24
FGFR3,45
SREBF1,106
CFD,43
IL1RL1,25
SPINK1,19
S100A2,42
ITGA8,22
SystemControl134,17
CXCL10,76
SFN,41
EPCAM,25
INS,15
NKG7,178
SystemControl64,17
MS4A6A,120
COL9A2,88
LGR5,20
COL27A1,43
KLRF1,26
SystemControl31,23
ENO1,226
SystemControl115,35
OAS2,263
TPM2,89
SystemControl197,20
ICA1,82
FKBP11,56
PSD3,103
ETS1,587
PSAP,333
OAS1,64
CCL8,63
ADGRA3,18
RAMP2,30
IL23A,27
CSF2,32
RGS5,116
CCR10,82
IFNGR2,123
MAML2,115
SystemControl181,19
FHIT,51
IFNAR1,137
IL1R2,20
FGFR2,22
MGP,117
COL4A2,106
DLL1,75
CD33,44
FCRLA,95
SystemControl88,12
MKI67,35
CDH5,52
SystemControl106,12
XKR4,34
LDLR,164
IL1B,40
BMPR1A,57
AKT1,135
CD52,500
PHLDA2,64
COL11A1,28
ANXA1,103
TFEB,76
EMP3,275
GATA3,49
ACKR4,34
HLA-DRA,650
VHL,256
MAF,219
TWIST2,69
SEC23A,79
ABL1,68
SPRY2,38
SystemControl155,15
RNF43,23
STAT1,378
SystemControl148,24
TNFRSF10B,122
EFNA5,28
ARHGDIB,571
SystemControl82,22
VEGFD,11
ERBB3,31
SystemControl33,23
IL18R1,42
C5AR2,48
FGF12,19
ETV4,23
NOTCH1,92
TBX21,73
CD3G,64
ANGPT1,39
SystemControl54,22
LYZ,569
SystemControl84,28
FCER1G,48
AR,34
TGFBR2,183
SystemControl169,13
PDS5A,233
HDAC4,106
PTGES2,101
SMAD2,205
DNMT3A,103
TLR4,50
KRT16,47
